especie,nome-2,formaFarmaceutica,unidade,apresentacao,controlado,classificacao,via,motivo_conflito,precisa_revisao,motivos_revisao,validacao,diferenca_justificada
Equino,Engystol Injetável - ampola 5 mL,Solução Injetável,mL,Ampola de 5 mL,False,Medicamento Homeopático,IM,"CROSS_ESPECIE(classificacao: Equino=""Medicamento Homeopático"" x Bovino=""Homeopático"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Engystol Injetável - ampola 5 mL,Solução Injetável,mL,Ampola de 5 mL,False,Medicamento Homeopático,SC,"CROSS_ESPECIE(classificacao: Equino=""Medicamento Homeopático"" x Bovino=""Homeopático"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Engystol Injetável - ampola 5 mL,Solução Injetável,mL,Ampola de 5 mL,False,Medicamento Homeopático,IM,"CROSS_ESPECIE(classificacao: Equino=""Medicamento Homeopático"" x Bovino=""Homeopático"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Engystol Injetável - ampola 5 mL,Solução Injetável,mL,Ampola de 5 mL,False,Medicamento Homeopático,SC,"CROSS_ESPECIE(classificacao: Equino=""Medicamento Homeopático"" x Bovino=""Homeopático"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Engystol Injetável - ampola 5 mL,Solução Injetável,mL,Ampola de 5 mL,False,Medicamento Homeopático,SC,"CROSS_ESPECIE(classificacao: Equino=""Medicamento Homeopático"" x Bovino=""Homeopático"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Engystol Injetável - ampola 5 mL,Solução Injetável,mL,Ampola de 5 mL,False,Medicamento Homeopático,IV,"CROSS_ESPECIE(classificacao: Equino=""Medicamento Homeopático"" x Bovino=""Homeopático"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Baytril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Baytril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Baytril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Baytril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Baytril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Baytril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Baytril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Baytril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Chemitril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Chemitril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Chemitril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Chemitril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Chemitril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Chemitril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Chemitril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Chemitril Injetável 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enrofloxacina 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enrofloxacina 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enrofloxacina 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enrofloxacina 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enrofloxacina 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enrofloxacina 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enrofloxacina 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enrofloxacina 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enrogard 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enrogard 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enrogard 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enrogard 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enrogard 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enrogard 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enrogard 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enrogard 10%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enromic 10% Oral,Solução Oral,mL,Frasco de 100 mL,False,Antibacteriano,Oral,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enromic 10% Oral,Solução Oral,mL,Frasco de 100 mL,False,Antibacteriano,Oral,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enromic 10% Oral,Solução Oral,mL,Frasco de 100 mL,False,Antibacteriano,Oral,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enromic 10% Oral,Solução Oral,mL,Frasco de 100 mL,False,Antibacteriano,Oral,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enromic 10% Oral,Solução Oral,mL,Frasco de 100 mL,False,Antibacteriano,Oral,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enromic 10% Oral,Solução Oral,mL,Frasco de 100 mL,False,Antibacteriano,Oral,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enromic 10% Oral,Solução Oral,mL,Frasco de 100 mL,False,Antibacteriano,Oral,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enromic 10% Oral,Solução Oral,mL,Frasco de 100 mL,False,Antibacteriano,Oral,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enromic 5%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enromic 5%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enromic 5%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Enromic 5%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enromic 5%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enromic 5%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enromic 5%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Enromic 5%,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(unidade: Equino=""%"" x Bovino=""mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Kinetomax,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 50 mL"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Kinetomax,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 50 mL"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Via IM corrigida para IV em equinos para evitar necrose
Equino,Enrofloxacina - Kinetomax,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 50 mL"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Via IM corrigida para IV em equinos para evitar necrose
Equino,Enrofloxacina - Kinetomax,Solução Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 50 mL"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Kinetomax,Solução Injetável,mL,Frasco de 100 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 50 mL"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Apresentação comercial de 100 mL registrada para bovinos
Bovino,Enrofloxacina - Kinetomax,Solução Injetável,mL,Frasco de 100 mL,False,Antibacteriano,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 50 mL"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Apresentação comercial de 100 mL registrada para bovinos
Bovino,Enrofloxacina - Kinetomax,Solução Injetável,mL,Frasco de 100 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 50 mL"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Apresentação comercial de 100 mL registrada para bovinos
Bovino,Enrofloxacina - Kinetomax,Solução Injetável,mL,Frasco de 100 mL,False,Antibacteriano,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 50 mL"" x Bovino=""Frasco de 100 mL"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Apresentação comercial de 100 mL registrada para bovinos
Equino,Enrofloxacina - Trigental,Pasta Oral,g,Seringa de 30 g,False,Antibacteriano,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pasta Oral"" x Bovino=""Pasta"") | CROSS_ESPECIE(apresentacao: Equino=""Seringa de 30 g"" x Bovino=""Seringa"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Trigental,Pasta Oral,g,Seringa de 30 g,False,Antibacteriano,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pasta Oral"" x Bovino=""Pasta"") | CROSS_ESPECIE(apresentacao: Equino=""Seringa de 30 g"" x Bovino=""Seringa"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Trigental,Pasta Oral,g,Seringa de 30 g,False,Antibacteriano,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pasta Oral"" x Bovino=""Pasta"") | CROSS_ESPECIE(apresentacao: Equino=""Seringa de 30 g"" x Bovino=""Seringa"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enrofloxacina - Trigental,Pasta Oral,g,Seringa de 30 g,False,Antibacteriano,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pasta Oral"" x Bovino=""Pasta"") | CROSS_ESPECIE(apresentacao: Equino=""Seringa de 30 g"" x Bovino=""Seringa"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Trigental,Pasta Oral,g,Seringa de 30 g,False,Antibacteriano,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pasta Oral"" x Bovino=""Pasta"") | CROSS_ESPECIE(apresentacao: Equino=""Seringa de 30 g"" x Bovino=""Seringa"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Trigental,Pasta Oral,g,Seringa de 30 g,False,Antibacteriano,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pasta Oral"" x Bovino=""Pasta"") | CROSS_ESPECIE(apresentacao: Equino=""Seringa de 30 g"" x Bovino=""Seringa"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Trigental,Pasta Oral,g,Seringa de 30 g,False,Antibacteriano,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pasta Oral"" x Bovino=""Pasta"") | CROSS_ESPECIE(apresentacao: Equino=""Seringa de 30 g"" x Bovino=""Seringa"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enrofloxacina - Trigental,Pasta Oral,g,Seringa de 30 g,False,Antibacteriano,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pasta Oral"" x Bovino=""Pasta"") | CROSS_ESPECIE(apresentacao: Equino=""Seringa de 30 g"" x Bovino=""Seringa"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Enterex® - sachê 8 g,Pó Oral,g,Sachê de 8 g,False,Adsorvente,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó Oral"" x Bovino=""Pó Solúvel"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Enterex® - sachê 8 g,Pó Oral,g,Sachê de 8 g,False,Adsorvente,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó Oral"" x Bovino=""Pó Solúvel"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Ergometrina - Placen-P,Solução Injetável,mL,Ampola de 2 mL,True,Hormônio,IM,"CROSS_ESPECIE(apresentacao: Equino=""Ampola de 2 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Ergometrina - Placen-P,Solução Injetável,mL,Ampola de 2 mL,True,Hormônio,IM,"CROSS_ESPECIE(apresentacao: Equino=""Ampola de 2 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Estreptoquinase - pó liofilizado para solução injetável,Pó Liofilizado para Solução Injetável,UI,Frasco-ampola de 1.500.000 UI,False,Trombolítico,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 1.500.000 UI"" x Bovino=""Frasco-ampola"") | CROSS_ESPECIE(classificacao: Equino=""Trombolítico"" x Bovino=""Anticoagulante"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Estreptoquinase - pó liofilizado para solução injetável,Pó Liofilizado para Solução Injetável,UI,Frasco-ampola de 1.500.000 UI,False,Trombolítico,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola de 1.500.000 UI"" x Bovino=""Frasco-ampola"") | CROSS_ESPECIE(classificacao: Equino=""Trombolítico"" x Bovino=""Anticoagulante"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fembendazol - Fencare® 4% Premix,Premix,kg,Saco de 1 kg,False,Endoparasiticida,Oral,"CROSS_ESPECIE(unidade: Equino=""g"" x Bovino=""%"") | CROSS_ESPECIE(apresentacao: Equino=""Saco de 1 kg"" x Bovino=""Pote"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fembendazol - Fencare® 4% Premix,Premix,kg,Saco de 1 kg,False,Endoparasiticida,Oral,"CROSS_ESPECIE(unidade: Equino=""g"" x Bovino=""%"") | CROSS_ESPECIE(apresentacao: Equino=""Saco de 1 kg"" x Bovino=""Pote"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fembendazol - Fenzol Pasta,Pasta Oral,g,Seringa de 24 g,False,Endoparasiticida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 24 g"" x Bovino=""Seringa"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fembendazol - Fenzol Pasta,Pasta Oral,g,Seringa de 24 g,False,Endoparasiticida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 24 g"" x Bovino=""Seringa"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fembendazol - Meltra Oral,Suspensão Oral,L,Frasco de 1 L,False,Endoparasiticida,Oral,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""L"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de 1 L"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fembendazol - Meltra Oral,Suspensão Oral,L,Frasco de 1 L,False,Endoparasiticida,Oral,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""L"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de 1 L"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fembendazol - Panacoxx,Suspensão Oral,L,Frasco de 1 L,False,Endoparasiticida,Oral,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""L"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de 1 L"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fembendazol - Panacoxx,Suspensão Oral,L,Frasco de 1 L,False,Endoparasiticida,Oral,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""L"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de 1 L"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fembendazol - Panacur® 10%,Suspensão Oral,L,Frasco de 1 L,False,Endoparasiticida,Oral,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""%"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de 1 L"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fembendazol - Panacur® 10%,Suspensão Oral,L,Frasco de 1 L,False,Endoparasiticida,Oral,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""%"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de 1 L"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fembendazol - Provermin Pasta,Pasta Oral,g,Seringa de 20 g,False,Endoparasiticida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 20 g"" x Bovino=""Seringa"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Fembendazol - Provermin Pasta,Pasta Oral,g,Seringa de 20 g,False,Endoparasiticida,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa de 20 g"" x Bovino=""Seringa"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Fembendazol - Provermin Plus,Pó,g,Sachê de 20 g,False,Endoparasiticida,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Pó"" x Bovino=""Suspensão Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Sachê de 20 g"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
