especie,nome-2,formaFarmaceutica,unidade,apresentacao,controlado,classificacao,via,motivo_conflito
Equino,Clembuterol - Pulmonil® Gel,Gel Oral,g,Frasco de Gel Oral,True,Broncodilatador,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de Gel Oral"" x Bovino=""Bisnaga de 500 g"")"
Equino,Clembuterol - Pulmonil® Gel,Gel Oral,g,Frasco de Gel Oral,True,Broncodilatador,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de Gel Oral"" x Bovino=""Bisnaga de 500 g"")"
Equino,Clembuterol - Pulmonil® Gel,Gel Oral,g,Frasco de Gel Oral,True,Broncodilatador,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de Gel Oral"" x Bovino=""Bisnaga de 500 g"")"
Bovino,Clembuterol - Pulmonil® Gel,Gel Oral,g,Bisnaga de 500 g,True,Broncodilatador,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de Gel Oral"" x Bovino=""Bisnaga de 500 g"")"
Bovino,Clembuterol - Pulmonil® Gel,Gel Oral,g,Bisnaga de 500 g,True,Broncodilatador,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de Gel Oral"" x Bovino=""Bisnaga de 500 g"")"
Bovino,Clembuterol - Pulmonil® Gel,Gel Oral,g,Bisnaga de 500 g,True,Broncodilatador,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de Gel Oral"" x Bovino=""Bisnaga de 500 g"")"
Equino,Clembuterol - Vitapulmin Gel,Gel Oral,mL,Frasco de Gel Oral,True,Broncodilatador,Oral,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""g"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de Gel Oral"" x Bovino=""Bisnaga de 500 g"")"
Equino,Clembuterol - Vitapulmin Gel,Gel Oral,mL,Frasco de Gel Oral,True,Broncodilatador,Oral,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""g"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de Gel Oral"" x Bovino=""Bisnaga de 500 g"")"
Equino,Clembuterol - Vitapulmin Gel,Gel Oral,mL,Frasco de Gel Oral,True,Broncodilatador,Oral,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""g"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de Gel Oral"" x Bovino=""Bisnaga de 500 g"")"
Bovino,Clembuterol - Vitapulmin Gel,Gel Oral,g,Bisnaga de 500 g,True,Broncodilatador,Oral,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""g"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de Gel Oral"" x Bovino=""Bisnaga de 500 g"")"
Bovino,Clembuterol - Vitapulmin Gel,Gel Oral,g,Bisnaga de 500 g,True,Broncodilatador,Oral,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""g"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de Gel Oral"" x Bovino=""Bisnaga de 500 g"")"
Bovino,Clembuterol - Vitapulmin Gel,Gel Oral,g,Bisnaga de 500 g,True,Broncodilatador,Oral,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""g"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de Gel Oral"" x Bovino=""Bisnaga de 500 g"")"
Equino,Cloreto de Potássio - Eletrovitt,Solução Injetável,L,Bolsa de Hidratação,False,Suplemento,IV,"CROSS_ESPECIE(apresentacao: Equino=""Bolsa de Hidratação"" x Bovino=""Frasco de 1 L"")"
Bovino,Cloreto de Potássio - Eletrovitt,Solução Injetável,L,Frasco de 1 L,False,Suplemento,IV,"CROSS_ESPECIE(apresentacao: Equino=""Bolsa de Hidratação"" x Bovino=""Frasco de 1 L"")"
Equino,Cloreto de Potássio - MO Performance®,Pasta Oral,g,Seringa,False,Suplemento,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa"" x Bovino=""Seringa de 34 g"")"
Bovino,Cloreto de Potássio - MO Performance®,Pasta Oral,g,Seringa de 34 g,False,Suplemento,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa"" x Bovino=""Seringa de 34 g"")"
Equino,Cloreto de Potássio - Sorofarm,Solução Injetável,mL,Frasco-ampola,False,Suplemento,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 500 mL"")"
Bovino,Cloreto de Potássio - Sorofarm,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 500 mL"")"
Equino,Cloreto de Potássio - Suprevit,Solução Injetável,mL,Frasco-ampola,False,Suplemento,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 500 mL"")"
Bovino,Cloreto de Potássio - Suprevit,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 500 mL"")"
Equino,"Cloreto de Sódio a 0,9% - ACQUA Limp",Solução Injetável,mL,Frasco,False,Suplemento,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Equino,"Cloreto de Sódio a 0,9% - ACQUA Limp",Solução Injetável,mL,Frasco,False,Suplemento,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Equino,"Cloreto de Sódio a 0,9% - ACQUA Limp",Solução Injetável,mL,Frasco,False,Suplemento,Intraperitoneal,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Bovino,"Cloreto de Sódio a 0,9% - ACQUA Limp",Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,EV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Bovino,"Cloreto de Sódio a 0,9% - ACQUA Limp",Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Bovino,"Cloreto de Sódio a 0,9% - ACQUA Limp",Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,Intraperitoneal,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Equino,"Cloreto de Sódio a 0,9% - Cloreto de Sódio 7%",Solução Injetável,mL,Frasco,False,Suplemento,IV,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""%"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Equino,"Cloreto de Sódio a 0,9% - Cloreto de Sódio 7%",Solução Injetável,mL,Frasco,False,Suplemento,IV,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""%"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Equino,"Cloreto de Sódio a 0,9% - Cloreto de Sódio 7%",Solução Injetável,mL,Frasco,False,Suplemento,IV,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""%"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Bovino,"Cloreto de Sódio a 0,9% - Cloreto de Sódio 7%",Solução Injetável,%,Frasco de 500 mL,False,Suplemento,EV,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""%"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Bovino,"Cloreto de Sódio a 0,9% - Cloreto de Sódio 7%",Solução Injetável,%,Frasco de 500 mL,False,Suplemento,EV,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""%"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Bovino,"Cloreto de Sódio a 0,9% - Cloreto de Sódio 7%",Solução Injetável,%,Frasco de 500 mL,False,Suplemento,EV,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""%"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Equino,"Cloreto de Sódio a 0,9% - Eletrovitt",Solução Injetável,L,Bolsa de Hidratação,False,Suplemento,IV,"CROSS_ESPECIE(apresentacao: Equino=""Bolsa de Hidratação"" x Bovino=""Frasco de 1 L"")"
Equino,"Cloreto de Sódio a 0,9% - Eletrovitt",Solução Injetável,L,Bolsa de Hidratação,False,Suplemento,SC,"CROSS_ESPECIE(apresentacao: Equino=""Bolsa de Hidratação"" x Bovino=""Frasco de 1 L"")"
Equino,"Cloreto de Sódio a 0,9% - Eletrovitt",Solução Injetável,L,Bolsa de Hidratação,False,Suplemento,Intraperitoneal,"CROSS_ESPECIE(apresentacao: Equino=""Bolsa de Hidratação"" x Bovino=""Frasco de 1 L"")"
Bovino,"Cloreto de Sódio a 0,9% - Eletrovitt",Solução Injetável,L,Frasco de 1 L,False,Suplemento,SC,"CROSS_ESPECIE(apresentacao: Equino=""Bolsa de Hidratação"" x Bovino=""Frasco de 1 L"")"
Bovino,"Cloreto de Sódio a 0,9% - Eletrovitt",Solução Injetável,L,Frasco de 1 L,False,Suplemento,Intraperitoneal,"CROSS_ESPECIE(apresentacao: Equino=""Bolsa de Hidratação"" x Bovino=""Frasco de 1 L"")"
Bovino,"Cloreto de Sódio a 0,9% - Eletrovitt",Solução Injetável,L,Frasco de 1 L,False,Suplemento,EV,"CROSS_ESPECIE(apresentacao: Equino=""Bolsa de Hidratação"" x Bovino=""Frasco de 1 L"")"
Equino,"Cloreto de Sódio a 0,9% - Modificador Orgânico Profit",Solução Injetável,mL,Frasco,False,Suplemento,SC,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Injetável"" x Bovino=""Solução Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 100 mL"")"
Equino,"Cloreto de Sódio a 0,9% - Modificador Orgânico Profit",Solução Injetável,mL,Frasco,False,Suplemento,SC,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Injetável"" x Bovino=""Solução Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 100 mL"")"
Equino,"Cloreto de Sódio a 0,9% - Modificador Orgânico Profit",Solução Injetável,mL,Frasco,False,Suplemento,SC,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Injetável"" x Bovino=""Solução Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 100 mL"")"
Bovino,"Cloreto de Sódio a 0,9% - Modificador Orgânico Profit",Solução Oral,mL,Frasco de 100 mL,False,Suplemento,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Injetável"" x Bovino=""Solução Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 100 mL"")"
Bovino,"Cloreto de Sódio a 0,9% - Modificador Orgânico Profit",Solução Oral,mL,Frasco de 100 mL,False,Suplemento,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Injetável"" x Bovino=""Solução Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 100 mL"")"
Bovino,"Cloreto de Sódio a 0,9% - Modificador Orgânico Profit",Solução Oral,mL,Frasco de 100 mL,False,Suplemento,Oral,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Injetável"" x Bovino=""Solução Oral"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 100 mL"")"
Equino,"Cloreto de Sódio a 0,9% - Repogel Equinos",Pasta Oral,g,Seringa,False,Suplemento,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa"" x Bovino=""Seringa de 34 g"")"
Equino,"Cloreto de Sódio a 0,9% - Repogel Equinos",Pasta Oral,g,Seringa,False,Suplemento,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa"" x Bovino=""Seringa de 34 g"")"
Equino,"Cloreto de Sódio a 0,9% - Repogel Equinos",Pasta Oral,g,Seringa,False,Suplemento,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa"" x Bovino=""Seringa de 34 g"")"
Bovino,"Cloreto de Sódio a 0,9% - Repogel Equinos",Pasta Oral,g,Seringa de 34 g,False,Suplemento,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa"" x Bovino=""Seringa de 34 g"")"
Bovino,"Cloreto de Sódio a 0,9% - Repogel Equinos",Pasta Oral,g,Seringa de 34 g,False,Suplemento,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa"" x Bovino=""Seringa de 34 g"")"
Bovino,"Cloreto de Sódio a 0,9% - Repogel Equinos",Pasta Oral,g,Seringa de 34 g,False,Suplemento,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Seringa"" x Bovino=""Seringa de 34 g"")"
Equino,"Cloreto de Sódio a 0,9% - Sorofarm",Solução Injetável,mL,Frasco,False,Suplemento,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Equino,"Cloreto de Sódio a 0,9% - Sorofarm",Solução Injetável,mL,Frasco,False,Suplemento,Intraperitoneal,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Equino,"Cloreto de Sódio a 0,9% - Sorofarm",Solução Injetável,mL,Frasco,False,Suplemento,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Bovino,"Cloreto de Sódio a 0,9% - Sorofarm",Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,EV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Bovino,"Cloreto de Sódio a 0,9% - Sorofarm",Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,Intraperitoneal,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Bovino,"Cloreto de Sódio a 0,9% - Sorofarm",Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Equino,"Cloreto de Sódio a 0,9% - Suprevit",Solução Injetável,mL,Frasco,False,Suplemento,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Equino,"Cloreto de Sódio a 0,9% - Suprevit",Solução Injetável,mL,Frasco,False,Suplemento,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Equino,"Cloreto de Sódio a 0,9% - Suprevit",Solução Injetável,mL,Frasco,False,Suplemento,Intraperitoneal,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Bovino,"Cloreto de Sódio a 0,9% - Suprevit",Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,Intraperitoneal,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Bovino,"Cloreto de Sódio a 0,9% - Suprevit",Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Bovino,"Cloreto de Sódio a 0,9% - Suprevit",Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,EV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 500 mL"")"
Equino,Clorexidina - Clorexidina - Cetrimida Chemitec,Solução Tópica,L,Frasco,False,Antisséptico,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 1 L"")"
Bovino,Clorexidina - Clorexidina - Cetrimida Chemitec,Solução Tópica,L,Frasco de 1 L,False,Antisséptico,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 1 L"")"
Equino,Clorexidina - DiproDeep Clorhexidina,Solução Tópica,L,Frasco,False,Antisséptico,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Bombona de 5 L"")"
Bovino,Clorexidina - DiproDeep Clorhexidina,Solução Tópica,L,Bombona de 5 L,False,Antisséptico,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Bombona de 5 L"")"
Equino,Clorexidina - Duofor,Solução Tópica,L,Frasco,False,Antisséptico,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Bombona de 5 L"")"
Bovino,Clorexidina - Duofor,Solução Tópica,L,Bombona de 5 L,False,Antisséptico,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Bombona de 5 L"")"
Equino,Clorexidina - Furanil®,Pomada,g,Bisnaga,False,Antisséptico,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Bisnaga"" x Bovino=""Bisnaga de 50 g"")"
Bovino,Clorexidina - Furanil®,Pomada,g,Bisnaga de 50 g,False,Antisséptico,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Bisnaga"" x Bovino=""Bisnaga de 50 g"")"
Equino,Clorexidina - Masti Control,Solução Tópica,L,Frasco,False,Antisséptico,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Bombona de 5 L"")"
Bovino,Clorexidina - Masti Control,Solução Tópica,L,Bombona de 5 L,False,Antisséptico,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Bombona de 5 L"")"
Equino,Clorexidina - Organnact Prata,Aerossol,mL,Lata Aerossol,False,Antisséptico,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Lata Aerossol"" x Bovino=""Frasco de 500 mL"")"
Bovino,Clorexidina - Organnact Prata,Aerossol,mL,Frasco de 500 mL,False,Antisséptico,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Lata Aerossol"" x Bovino=""Frasco de 500 mL"")"
Equino,Clorexidina - Previne Mastite,Solução Tópica,L,Frasco,False,Antisséptico,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Bombona de 5 L"")"
Bovino,Clorexidina - Previne Mastite,Solução Tópica,L,Bombona de 5 L,False,Antisséptico,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Bombona de 5 L"")"
Equino,Cloridrato de Bromexina - Aliv V,Solução Injetável,mL,Frasco-ampola,False,Expectorante,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")"
Bovino,Cloridrato de Bromexina - Aliv V,Solução Injetável,mL,Frasco de 50 mL,False,Expectorante,IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 50 mL"")"
Equino,Cloridrato de Bromexina - Vitalbron,Solução Oral,mL,Frasco,False,Expectorante,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 100 mL"")"
Bovino,Cloridrato de Bromexina - Vitalbron,Solução Oral,mL,Frasco de 100 mL,False,Expectorante,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 100 mL"")"
Equino,Cloridrato de Loperamida - comprimido,Comprimido,mg,Comprimido,False,Antidiarreico,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Comprimido"" x Bovino=""Blister com 10 comprimidos"")"
Bovino,Cloridrato de Loperamida - comprimido,Comprimido,mg,Blister com 10 comprimidos,False,Antidiarreico,Oral,"CROSS_ESPECIE(apresentacao: Equino=""Comprimido"" x Bovino=""Blister com 10 comprimidos"")"
Equino,Cloridrato de Prometazina - ampola,Solução Injetável,mL,Ampola,False,Anti-histamínico,IV,"CROSS_ESPECIE(apresentacao: Equino=""Ampola"" x Bovino=""Ampola de 2 mL"") | CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Equino,Cloridrato de Prometazina - ampola,Solução Injetável,mL,Ampola,False,Anti-histamínico,IM,"CROSS_ESPECIE(apresentacao: Equino=""Ampola"" x Bovino=""Ampola de 2 mL"") | CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Bovino,Cloridrato de Prometazina - ampola,Solução Injetável,mL,Ampola de 2 mL,False,Sedativo,IM,"CROSS_ESPECIE(apresentacao: Equino=""Ampola"" x Bovino=""Ampola de 2 mL"") | CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Bovino,Cloridrato de Prometazina - ampola,Solução Injetável,mL,Ampola de 2 mL,False,Sedativo,IM,"CROSS_ESPECIE(apresentacao: Equino=""Ampola"" x Bovino=""Ampola de 2 mL"") | CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Equino,Cloridrato de Prometazina - comprimido,Comprimido,mg,Comprimido,False,Anti-histamínico,Oral,"CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Equino,Cloridrato de Prometazina - comprimido,Comprimido,mg,Comprimido,False,Anti-histamínico,Oral,"CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Bovino,Cloridrato de Prometazina - comprimido,Comprimido,mg,Comprimido,False,Sedativo,Oral,"CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Bovino,Cloridrato de Prometazina - comprimido,Comprimido,mg,Comprimido,False,Sedativo,Oral,"CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Equino,Cloridrato de Prometazina - drágea,Drágea,mg,Drágea,False,Anti-histamínico,Oral,"CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Equino,Cloridrato de Prometazina - drágea,Drágea,mg,Drágea,False,Anti-histamínico,Oral,"CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Bovino,Cloridrato de Prometazina - drágea,Drágea,mg,Drágea,False,Sedativo,Oral,"CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Bovino,Cloridrato de Prometazina - drágea,Drágea,mg,Drágea,False,Sedativo,Oral,"CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Equino,Cloridrato de Prometazina - solução injetável,Solução Injetável,mL,Frasco-ampola,False,Anti-histamínico,IV,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 20 mL"") | CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Equino,Cloridrato de Prometazina - solução injetável,Solução Injetável,mL,Frasco-ampola,False,Anti-histamínico,IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 20 mL"") | CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Bovino,Cloridrato de Prometazina - solução injetável,Solução Injetável,mL,Frasco de 20 mL,False,Sedativo,IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 20 mL"") | CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Bovino,Cloridrato de Prometazina - solução injetável,Solução Injetável,mL,Frasco de 20 mL,False,Sedativo,IM,"CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola"" x Bovino=""Frasco de 20 mL"") | CROSS_ESPECIE(classificacao: Equino=""Anti-histamínico"" x Bovino=""Sedativo"")"
Equino,Clorpirifós - Aciendel Plus,Solução Pour-On,L,Frasco Pour-On,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Pour-On"" x Bovino=""Solução Tópica (Pour-On)"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco Pour-On"" x Bovino=""Frasco de 1 L"")"
Bovino,Clorpirifós - Aciendel Plus,Solução Tópica (Pour-On),L,Frasco de 1 L,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Pour-On"" x Bovino=""Solução Tópica (Pour-On)"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco Pour-On"" x Bovino=""Frasco de 1 L"")"
Equino,Clorpirifós - Aspersin,Solução Tópica,mL,Frasco,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 1000 mL"")"
Bovino,Clorpirifós - Aspersin,Solução Tópica,mL,Frasco de 1000 mL,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 1000 mL"")"
Equino,Clorpirifós - Bovecto pour on,Solução Pour-On,L,Frasco Pour-On,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Pour-On"" x Bovino=""Solução Tópica (Pour-On)"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco Pour-On"" x Bovino=""Frasco de 1 L"")"
Bovino,Clorpirifós - Bovecto pour on,Solução Tópica (Pour-On),L,Frasco de 1 L,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Pour-On"" x Bovino=""Solução Tópica (Pour-On)"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco Pour-On"" x Bovino=""Frasco de 1 L"")"
Equino,Clorpirifós - Ciclorfós,Solução Pour-On,mL,Frasco Pour-On,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Pour-On"" x Bovino=""Solução Tópica (Pour-On)"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco Pour-On"" x Bovino=""Frasco de 1000 mL"")"
Bovino,Clorpirifós - Ciclorfós,Solução Tópica (Pour-On),mL,Frasco de 1000 mL,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Pour-On"" x Bovino=""Solução Tópica (Pour-On)"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco Pour-On"" x Bovino=""Frasco de 1000 mL"")"
Equino,Clorpirifós - Ciclorvet Pour-On,Solução Pour-On,L,Frasco Pour-On,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Pour-On"" x Bovino=""Solução Tópica (Pour-On)"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco Pour-On"" x Bovino=""Frasco de 1 L"")"
Bovino,Clorpirifós - Ciclorvet Pour-On,Solução Tópica (Pour-On),L,Frasco de 1 L,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Solução Pour-On"" x Bovino=""Solução Tópica (Pour-On)"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco Pour-On"" x Bovino=""Frasco de 1 L"")"
Equino,Clorpirifós - Cilcorvet Pulverização,Solução Tópica,mL,Frasco,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 1000 mL"")"
Bovino,Clorpirifós - Cilcorvet Pulverização,Solução Tópica,mL,Frasco de 1000 mL,False,Ectoparasiticida,Tópica,"CROSS_ESPECIE(apresentacao: Equino=""Frasco"" x Bovino=""Frasco de 1000 mL"")"
