"nome","nome-2","formaFarmaceutica","unidade","apresentacao","controlado","classificacao","via"
"Bovino","Benzoilmetronidazol - comprimido","Comprimido","mL","Comprimido",True,"Endoparasiticida","EV"
"Bovino","Benzoilmetronidazol - frasco 100 mL","Solução Injetável","mL","Frasco",True,"Endoparasiticida","Oral"
"Bovino","Benzoilmetronidazol - frasco 100 mL","Solução Injetável","mL","Frasco",True,"Endoparasiticida","EV"
"Bovino","Bernec Pour on - frasco 1 L","Solução Tópica (Pour-On)","L","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","Beroseg Plus - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Endoparasiticida","IM Profunda"
"Bovino","Beroseg Solução Injetável a 7% - frasco-ampola 30 mL","Solução Injetável","mL","Frasco-ampola",False,"Endoparasiticida","IM"
"Bovino","Bertac - lata 1 L","Solução Tópica","L","Lata",False,"Ectoparasiticida","Tópica"
"Bovino","Bertac - lata 500 mL","Solução Tópica","mL","Lata",False,"Ectoparasiticida","Tópica"
"Bovino","Besilato de Atracúrio - solução injetável 2.5 mL","Solução Injetável","mL","Injetável",False,"Relaxante Muscular","EV"
"Bovino","Besilato de Atracúrio - solução injetável 5 mL","Solução Injetável","mL","Injetável",False,"Relaxante Muscular","EV"
"Bovino","Betametasona - 3 mg / mL, solução injetável","Solução Injetável","mg/mL","Injetável",False,"Anti-inflamatório Esteroidal","EV"
"Bovino","Betametasona - 5 mg, comprimido","Comprimido","mg","Comprimido",False,"Anti-inflamatório Esteroidal","EV"
"Bovino","Betametasona - comprimido","Comprimido","mL","Comprimido",False,"Anti-inflamatório Esteroidal","EV"
"Bovino","Betametasona - suspensão injetável 1 mL","Suspensão Injetável","mL","Injetável",False,"Anti-inflamatório Esteroidal","EV"
"Bovino","Betanecol - ampola 1 mL","Solução Injetável","mL","Ampola",False,"Parassimpatomimético","SC"
"Bovino","Betanecol - comprimido","Comprimido","mL","Comprimido",False,"Parassimpatomimético","SC"
"Bovino","Betaproginn - frasco ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Hormônio","IM"
"Bovino","Bezerade - Líquido 1 L","Solução Oral","L","Líquido",False,"Suplemento","Oral"
"Bovino","Bezerra Top - balde 3 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","Bezevit® Adb12 - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","Biatack AF - frasco 5000 mL","Solução Tópica (Pour-On)","mL","Frasco",False,"Endectoparasiticida","Pour On"
"Bovino","Biatack AF - frasco dosador 1000 mL","Solução Tópica (Pour-On)","mL","Frasco dosador",False,"Endectoparasiticida","Pour On"
"Bovino","Bifenox L.A. - frasco-ampola 250 mL","Solução Injetável","mL","Frasco-ampola",False,"Antibacteriano","IM Profunda (na região do pescoço ou das nádegas)"
"Bovino","Bimectin® - frasco 1 L","Solução Injetável","L","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Bimectin® - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Bimectin® - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Bimectin® - frasco 500 mL","Solução Injetável","mL","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Bio-Abavet - frasco 1000 mL","Solução Tópica (Pour-On)","mL","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Bio-Afto-Vet - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Bio-Afto-Vet - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bio-Afto-Vet - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Bio-Afto-Vet - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bio-Cio - ampola 2 mL","Solução Injetável","mL","Ampola",False,"Hormônio","IM"
"Bovino","Bio-Cio - frasco-ampola 20 mL","Solução Injetável","mL","Frasco-ampola",False,"Hormônio","IM"
"Bovino","Bio-Ciper 15% Pulverização - frasco 1000 mL","Solução Tópica","mL","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","Bio-Ciper 15% Pulverização - frasco 20 mL","Solução Tópica","mL","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","Bio-Ciper 6% - frasco com dosador 1000 mL","Solução Tópica (Pour-On)","mL","Frasco",False,"Ectoparasiticida","Pour On"
"Bovino","Bioabortogen H - frasco 125 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bioabortogen H - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Biobac® gel oral - bisnaga 34 g","Gel Oral","g","Bisnaga",False,"Probiótico","Oral"
"Bovino","Bioclin Ss - balde 10 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","Bioclin Ss - pacote 1 kg","Pó","kg","Pacote",False,"Suplemento","Oral"
"Bovino","Bioclostrigen J5 - frasco 125 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Biodex - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Anti-inflamatório Esteroidal","IV"
"Bovino","Biodex - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Anti-inflamatório Esteroidal","IM"
"Bovino","Biodex - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Anti-inflamatório Esteroidal","IM"
"Bovino","Biodex - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Anti-inflamatório Esteroidal","IV"
"Bovino","Bioestrogen - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Hormônio","IM Profunda"
"Bovino","Biofen 10% - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Anti-inflamatório Não Esteroidal (AINE)","IV"
"Bovino","Biofen 10% - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Anti-inflamatório Não Esteroidal (AINE)","IM"
"Bovino","Biofen 10% - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Anti-inflamatório Não Esteroidal (AINE)","IV"
"Bovino","Biofen 10% - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Anti-inflamatório Não Esteroidal (AINE)","IM"
"Bovino","Biofen 10% - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Anti-inflamatório Não Esteroidal (AINE)","IV"
"Bovino","Biofen 10% - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Anti-inflamatório Não Esteroidal (AINE)","IM"
"Bovino","Biofor - bombona 5 L","Solução Oral","L","Bombona",False,"Desinfetante","Ambiental"
"Bovino","Biofor - frasco 1 L","Solução Oral","L","Frasco",False,"Desinfetante","Ambiental"
"Bovino","Biofort® - frasco 1 L","Solução Oral","L","Frasco",False,"Suplemento","Oral"
"Bovino","Bioforte - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Bovino","Bioforte - frasco-ampola 500 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Bovino","Biogental LA - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","IM Profunda"
"Bovino","Biogold - frasco 15 mL","Solução Injetável","mL","Frasco",False,"Suplemento","Oral"
"Bovino","Biogold - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Suplemento","Oral"
"Bovino","Biogrow - balde 1 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","Biogrow - balde 10 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","Biogrow - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","Bioleptogen - frasco 125 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bioleptogen - frasco 125 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Biomast - seringa 10 mL","Suspensão Intramamária","mL","Seringa",False,"Antibacteriano","Intramamária"
"Bovino","Biomast Vs - seringa aplicadora 10 g","Suspensão Intramamária","g","Seringa",False,"Antibacteriano","Intramamária"
"Bovino","Biomaster - pote 500 g","Pó","g","Pote",False,"Suplemento","Oral"
"Bovino","Biomin® BioStabil Mays - pote 200 g","Pó","g","Pote",False,"Suplemento","Oral"
"Bovino","Biomin® BioStabil Plus - pote 200 g","Pó","g","Pote",False,"Aditivo","Oral"
"Bovino","Bionew® - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","Bionew® - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IV"
"Bovino","Bionew® - frasco 20 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","Bionew® - frasco 20 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IV"
"Bovino","Bionucleo - saco 20 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bionúcleo Bezerras - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","Bionúcleo® Leite - balde 10 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","Bionúcleo® Leite - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","Biopersol Forte M.V. - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Endoparasiticida","Intraperitoneal"
"Bovino","Biopersol Forte M.V. - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Endoparasiticida","IM"
"Bovino","Biopersol Forte M.V. - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Endoparasiticida","Intrarruminal"
"Bovino","Biopersol Forte M.V. - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Endoparasiticida","SC"
"Bovino","Bioplus® PS - balde 1 kg","Pó","kg","Balde",False,"Probiótico","Oral"
"Bovino","Bioplus® PS - saco 20 kg","Pó","kg","Saco",False,"Probiótico","Oral"
"Bovino","Biopoligen HS - frasco 125 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bioqueratogen Óleo - frasco 125 mL","Solução Tópica","mL","Frasco",False,"Vacina","SC"
"Bovino","Bioqueratogen Óleo - frasco 125 mL","Solução Tópica","mL","Frasco",False,"Vacina","IM"
"Bovino","Bioraiva - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bioraiva - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Biosacch TR - saco 10 kg","Pó","kg","Saco",False,"Aditivo","Oral"
"Bovino","Biosacch TR - saco 25 kg","Pó","kg","Saco",False,"Aditivo","Oral"
"Bovino","Biotox - frasco 1 L","Solução Tópica","L","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","Biotox - frasco 20 mL","Solução Tópica","mL","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","Biotox - frasco 250 mL","Solução Tópica","mL","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","Biotox - frasco 40 mL","Solução Tópica","mL","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","Biox Phos® 170 - saco 4 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bioxan Composto Vallée - frasco 500 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IV"
"Bovino","Bioxell - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","SC"
"Bovino","Bioxell - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","IM"
"Bovino","Bioxell - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","SC"
"Bovino","Bioxell - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","IM"
"Bovino","Biozen - frasco 1 L","Solução Oral","L","Frasco",False,"Endoparasiticida","Oral"
"Bovino","Biozen - frasco 250 mL","Solução Oral","mL","Frasco",False,"Endoparasiticida","Oral"
"Bovino","Biozen - galão 5 L","Solução Oral","L","Galão",False,"Endoparasiticida","Oral"
"Bovino","Biozol - spray 250 mL","Spray","mL","spray",False,"Ectoparasiticida","Tópica"
"Bovino","Blo-trol - frasco 150 mL","Solução Tópica","mL","Frasco",False,"Antitóxico","Intrarruminal"
"Bovino","Blo-trol - frasco 150 mL","Solução Tópica","mL","Frasco",False,"Antitóxico","Oral"
"Bovino","Bloc - frasco-ampola 100 mL","Solução Injetável","mL","Frasco-ampola",True,"Anestésico Local","Intercoccígeo (entre a peimeira e segunda vértebra coccígea)"
"Bovino","Bloc - frasco-ampola 100 mL","Solução Injetável","mL","Frasco-ampola",True,"Anestésico Local","Epidural (nos espaços sacrococcígeo)"
"Bovino","Bloc - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",True,"Anestésico Local","Intercoccígeo (entre a peimeira e segunda vértebra coccígea)"
"Bovino","Bloc - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",True,"Anestésico Local","Epidural (nos espaços sacrococcígeo)"
"Bovino","Block Cio - saco 20 kg","Pó","kg","Saco",False,"Homeopático","Oral"
"Bovino","Bociodo - frasco-ampola 100 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM"
"Bovino","Boiflin - balde 2 kg","Solução Tópica","kg","Balde",False,"Ectoparasiticida","Tópica"
"Bovino","Boiflin - frasco 200 g","Solução Tópica","g","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","Boostin - seringa 500 mg","Suspensão injetável","mg","Seringa",True,"Hormônio","SC"
"Bovino","Bopriva - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bopriva - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Borgal® - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","IV"
"Bovino","Borgal® - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","SC"
"Bovino","Borgal® - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","IM"
"Bovino","Borgal® - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","IV"
"Bovino","Borgal® - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","IM"
"Bovino","Borgal® - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","SC"
"Bovino","Botulina - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Botulina - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Botulinomax - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Botulinomax - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Botulinomax - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Botulinomax - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Botumix Artroplus - frasco 500 g","Pó","g","Frasco",False,"Suplemento","Oral"
"Bovino","Botumix Revitalize - líquido 1 L","Solução Oral","L","líquido",False,"Suplemento","Oral"
"Bovino","Botumix Revitalize - líquido 1.5 L","Solução Oral","L","líquido",False,"Suplemento","Oral"
"Bovino","Bovalben® 10% - frasco 1 L","Suspensão Oral","L","Frasco",False,"Endoparasiticida","Oral"
"Bovino","Bovalben® 10% - frasco 200 mL","Suspensão Oral","mL","Frasco",False,"Endoparasiticida","Oral"
"Bovino","Bovalben® 5% - frasco 1 L","Suspensão Oral","L","Frasco",False,"Endoparasiticida","Oral"
"Bovino","Bovalben® 5% - frasco 200 mL","Suspensão Oral","mL","Frasco",False,"Endoparasiticida","Oral"
"Bovino","Bovalben® 5% - frasco 5 L","Suspensão Oral","L","Frasco",False,"Endoparasiticida","Oral"
"Bovino","Bovecto pour on - frasco 1 L","Solução Tópica (Pour-On)","L","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","BovGuard - frasco 5 L","Solução Tópica","L","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","Bovi-Shield GOLD One Shot - frasco , + 1 frasco de diluente estéril de 100 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bovi Plus Probiótico - saco 30 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovi Plus Probiótico 60 - saco 10 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovi Plus Probiótico 60 - saco 30 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovicel - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bovicel - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bovifort® Leite - balde 10 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","Bovifort® Leite - saco 1 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovifort® Oral - balde 10 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","Bovifort® Oral - caixa 1 kg","Pó","kg","Caixa",False,"Suplemento","Oral"
"Bovino","Bovifort® RF - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","Bovifort® RF - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","Bovifort® RF - frasco 500 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","Bovigam VS - seringa plástica 4.5 g","Suspensão Intramamária","g","Seringa",False,"Antibacteriano","Intramamária"
"Bovino","Bovigen® Lepto 8 - frasco 150 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Bovigen® Lepto 8 - frasco 150 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bovigen® Lepto 8 - frasco 45 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Bovigen® Lepto 8 - frasco 45 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bovigen® Repro Total SE - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Bovigen® Repro Total SE - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bovigen® Repro Total SE - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bovigen® Repro Total SE - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Bovigen® V4J5 - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Bovigen® V4J5 - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bovigen® V4J5 - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Bovigen® V4J5 - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bovigold® - saco 25 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovigold® CRINA® - saco 25 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovigold® CRINA® 400 - saco 25 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovigold® Extra Plus - saco 25 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovigold® Free - , Saco","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovigold® LAC - saco 25 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovigold® LIV - saco 25 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovigold® Pasto - saco 25 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovigold® Plus - saco 25 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovigold® Pré-Parto OVN - saco 25 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovigold® Pré-Parto Plus - Saco 25 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovigold® Prima - saco 25 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovigold® Recria - saco 25 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovigold® Ultra - Saco 25 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovilis® Vista® Once SQ - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bovinúcleo - saco 30 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Bovisacc - Ativador Orgânico - balde 15 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","Bovisacc - Ativador Orgânico - sachê 1 kg","Pó","kg","Sachê",False,"Suplemento","Oral"
"Bovino","Bovitam® - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Suplemento","SC"
"Bovino","Bovitam® - frasco 500 mL","Solução Injetável","mL","Frasco",False,"Suplemento","SC"
"Bovino","BrendaSigo - frasco 60 mL","Solução Tópica","mL","Frasco",False,"Homeopático","Oral"
"Bovino","Brinco Diazinon - sachê","","g","Sachê",False,"Ectoparasiticida","Tópica"
"Bovino","Brucel-Vet - frasco com liofilizado , acompanhado com diluente específico","Solução Injetável","dose","Frasco",False,"Vacina","SC"
"Bovino","Brucelina B-19 - frasco 20 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Brucelina B-19 - frasco 30 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Brucelina Rebeccin - frasco 20 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Bullmax ® - Frascos-ampola de plástico 200 mL","Solução Injetável","mL","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Bullmax ® - Frascos-ampola de plástico 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Bullmax ® - Frascos-ampola de plástico 500 mL","Solução Injetável","mL","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Bullmec Clássico - frasco-ampola 1 L","Solução Injetável","L","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Bullmec Clássico - frasco-ampola 200 mL","Solução Injetável","mL","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Bullmec Clássico - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Bullmec Clássico - frasco-ampola 500 mL","Solução Injetável","mL","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Bullmec Gold - frasco-ampola 1 L","Solução Injetável","L","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Bullmec Gold - frasco-ampola 200 mL","Solução Injetável","mL","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Bullmec Gold - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Bullmec Gold - frasco-ampola 500 mL","Solução Injetável","mL","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Buscofin Composto - frasco-ampola 500 mL","Solução Injetável","mL","Frasco-ampola",False,"Analgésico","IM (bovinos)"
"Bovino","Buscofin Composto - frasco-ampola 500 mL","Solução Injetável","mL","Frasco-ampola",False,"Analgésico","EV (bovinos e equinos)"
"Bovino","Buserelina - Gonaxal","Solução Injetável","mL","",False,"Hormônio","SC"
"Bovino","Buserelina - Gonaxal","Solução Injetável","mL","",False,"Hormônio","IM"
"Bovino","Buserelina - Gonaxal","Solução Injetável","mL","",False,"Hormônio","EV"
"Bovino","Buserelina - Sincroforte®","Solução Injetável","mL","",False,"Hormônio","EV"
"Bovino","Buserelina - Sincroforte®","Solução Injetável","mL","",False,"Hormônio","IM"
"Bovino","Buserelina - Sincroforte®","Solução Injetável","mL","",False,"Hormônio","SC"
"Bovino","Butorfanol - Butorfin 1%®","Solução Injetável","%","",True,"Analgésico","IV"
"Bovino","Butorfanol - Butorfin 1%®","Solução Injetável","%","",True,"Analgésico","IM"
"Bovino","Butorfanol - Torbugesic","Solução Injetável","mL","",True,"Analgésico","IM"
"Bovino","Butorfanol - Torbugesic","Solução Injetável","mL","",True,"Analgésico","IV"
"Bovino","Butox® P - ampola 10 mL","Solução Tópica","mL","Ampola",False,"Ectoparasiticida","Tópica"
"Bovino","Butox® P CE 25 - frasco 1 L","Solução Tópica","L","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","Butox® P CE 25 - frasco 100 mL","Solução Tópica","mL","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","Butox® P CE 25 - frasco 20 mL","Solução Tópica","mL","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","Butox® P CE 25 - frasco 500 mL","Solução Tópica","mL","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","C-M-22 - frasco 500 mL","Solução Oral","mL","Frasco",False,"Estimulante","SC"
"Bovino","C-M-22 - frasco 500 mL","Solução Oral","mL","Frasco",False,"Estimulante","IV Lenta"
"Bovino","C-M-22 - frasco 500 mL","Solução Oral","mL","Frasco",False,"Estimulante","IM"
"Bovino","Cafeína 25% - ampola 10 mL","Solução Injetável","mL","Ampola",False,"Estimulante","SC"
"Bovino","Cafeína 25% - ampola 10 mL","Solução Injetável","mL","Ampola",False,"Estimulante","IM"
"Bovino","Calbendazole® 10 - frasco 1 L","Shampoo","L","Frasco",False,"Endoparasiticida","Oral"
"Bovino","Calbendazole® 10 - frasco 200 mL","Suspensão Oral","mL","Frasco",False,"Endoparasiticida","Oral"
"Bovino","Calbendazole® 10 - frasco 5 L","Suspensão Oral","L","Frasco",False,"Endoparasiticida","Oral"
"Bovino","Calbendazole® 5 - frasco 1 L","Solução Tópica","L","Frasco",False,"Endoparasiticida","Oral"
"Bovino","Calbendazole® 5 - frasco 100 mL","Suspensão Oral","mL","Frasco",False,"Endoparasiticida","Oral"
"Bovino","Calbendazole® 5 - frasco 250 mL","Suspensão Oral","mL","Frasco",False,"Endoparasiticida","Oral"
"Bovino","Calbendazole® 5 - frasco 5 L","Suspensão Oral","L","Frasco",False,"Endoparasiticida","Oral"
"Bovino","Calbiótico® - - Calbiótico®","Pó para Solução Injetável","mL","",False,"Antibacteriano","IM Profunda"
"Bovino","Calbov® - saco 5 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Calcifós - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Suplemento","EV Lenta"
"Bovino","Calcifós - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","Calcifós - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Suplemento","SC"
"Bovino","Calcifós - frasco 500 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","Calcifós - frasco 500 mL","Solução Injetável","mL","Frasco",False,"Suplemento","EV Lenta"
"Bovino","Calcifós - frasco 500 mL","Solução Injetável","mL","Frasco",False,"Suplemento","SC"
"Bovino","Cálcio e Fósforo - saco 30 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Cálcio e Fósforo - saco 50 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Cálcio Glicosado Labovet - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IV Lenta"
"Bovino","Cálcio Glicosado Labovet - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Suplemento","SC"
"Bovino","Cálcio Glicosado Labovet - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","Cálcio Glicosado Labovet - frasco 500 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","Cálcio Glicosado Labovet - frasco 500 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IV Lenta"
"Bovino","Cálcio Glicosado Labovet - frasco 500 mL","Solução Injetável","mL","Frasco",False,"Suplemento","SC"
"Bovino","Cálcio reforçado Injetável - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IV Lenta"
