nome,nome-2,formaFarmaceutica,unidade,apresentacao,controlado,classificacao,via,precisa_revisao,motivos_revisao,validacao,Espécie,Medicamento
Bovino,Botumix Revitalize - líquido 1 L,Solução Oral,L,Frasco de 1 L,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Botumix Revitalize
Bovino,Botumix Revitalize - líquido 1.5 L,Solução Oral,L,Frasco de 1.5 L,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Botumix Revitalize
Bovino,Bovalben® 10% - frasco 1 L,Suspensão Oral,L,Frasco de 1 L,False,Endoparasiticida,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovalben 10% (Albendazol)
Bovino,Bovalben® 10% - frasco 200 mL,Suspensão Oral,mL,Frasco de 200 mL,False,Endoparasiticida,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovalben 10% (Albendazol)
Bovino,Bovalben® 5% - frasco 1 L,Suspensão Oral,L,Frasco de 1 L,False,Endoparasiticida,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovalben 5% (Albendazol)
Bovino,Bovalben® 5% - frasco 200 mL,Suspensão Oral,mL,Frasco de 200 mL,False,Endoparasiticida,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovalben 5% (Albendazol)
Bovino,Bovalben® 5% - frasco 5 L,Suspensão Oral,L,Frasco de 5 L,False,Endoparasiticida,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovalben 5% (Albendazol)
Bovino,Bovecto pour on - frasco 1 L,Solução Tópica (Pour-On),L,Frasco de 1 L,False,Ectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Bovecto Pour-On (Fluralaner)
Bovino,BovGuard - frasco 5 L,Solução Tópica,L,Frasco de 5 L,False,Ectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,BovGuard
Bovino,"Bovi-Shield GOLD One Shot - frasco , + 1 frasco de diluente estéril de 100 mL",Solução Injetável,mL,Frasco acompanhado de 1 frasco de diluente estéril de 100 mL,False,Vacina,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bovi-Shield GOLD One Shot (Vacina Bovinos)
Bovino,Bovi Plus Probiótico - saco 30 kg,Pó,kg,Saco de 30 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovi Plus Probiótico
Bovino,Bovi Plus Probiótico 60 - saco 10 kg,Pó,kg,Saco de 10 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovi Plus Probiótico 60
Bovino,Bovi Plus Probiótico 60 - saco 30 kg,Pó,kg,Saco de 30 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovi Plus Probiótico 60
Bovino,Bovicel - frasco 250 mL,Solução Injetável,mL,Frasco de 250 mL,False,Vacina,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bovicel (Vacina contra Brucelose B19)
Bovino,Bovicel - frasco 50 mL,Solução Injetável,mL,Frasco de 50 mL,False,Vacina,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bovicel (Vacina contra Brucelose B19)
Bovino,Bovifort® Leite - balde 10 kg,Pó,kg,Balde de 10 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovifort Leite
Bovino,Bovifort® Leite - saco 1 kg,Pó,kg,Saco de 1 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovifort Leite
Bovino,Bovifort® Oral - balde 10 kg,Pó,kg,Balde de 10 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovifort Oral
Bovino,Bovifort® Oral - caixa 1 kg,Pó,kg,Caixa de 1 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovifort Oral
Bovino,Bovifort® RF - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,IM,False,Validação completa via API,Feito o ajuste,Bovino,Bovifort RF
Bovino,Bovifort® RF - frasco 50 mL,Solução Injetável,mL,Frasco de 50 mL,False,Suplemento,IM,False,Validação completa via API,Feito o ajuste,Bovino,Bovifort RF
Bovino,Bovifort® RF - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,IM,False,Validação completa via API,Feito o ajuste,Bovino,Bovifort RF
Bovino,Bovigam VS - seringa plástica 4.5 g,Suspensão Intramamária,g,Seringa plástica de 4.5 g,False,Antibacteriano,Intramamária,False,Validação completa via API,Feito o ajuste,Bovino,Bovigam VS
Bovino,Bovigen® Lepto 8 - frasco 150 mL,Solução Injetável,mL,Frasco de 150 mL,False,Vacina,IM,False,Validação completa via API,Feito o ajuste,Bovino,Bovigen Lepto 8
Bovino,Bovigen® Lepto 8 - frasco 150 mL,Solução Injetável,mL,Frasco de 150 mL,False,Vacina,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bovigen Lepto 8
Bovino,Bovigen® Lepto 8 - frasco 45 mL,Solução Injetável,mL,Frasco de 45 mL,False,Vacina,IM,False,Validação completa via API,Feito o ajuste,Bovino,Bovigen Lepto 8
Bovino,Bovigen® Lepto 8 - frasco 45 mL,Solução Injetável,mL,Frasco de 45 mL,False,Vacina,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bovigen Lepto 8
Bovino,Bovigen® Repro Total SE - frasco 100 mL,Solução Injetável,mL,Frasco de 100 mL,False,Vacina,IM,False,Validação completa via API,Feito o ajuste,Bovino,Bovigen Repro Total SE
Bovino,Bovigen® Repro Total SE - frasco 100 mL,Solução Injetável,mL,Frasco de 100 mL,False,Vacina,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bovigen Repro Total SE
Bovino,Bovigen® Repro Total SE - frasco 250 mL,Solução Injetável,mL,Frasco de 250 mL,False,Vacina,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bovigen Repro Total SE
Bovino,Bovigen® Repro Total SE - frasco 250 mL,Solução Injetável,mL,Frasco de 250 mL,False,Vacina,IM,False,Validação completa via API,Feito o ajuste,Bovino,Bovigen Repro Total SE
Bovino,Bovigen® V4J5 - frasco 100 mL,Solução Injetável,mL,Frasco de 100 mL,False,Vacina,IM,False,Validação completa via API,Feito o ajuste,Bovino,Bovigen V4J5
Bovino,Bovigen® V4J5 - frasco 100 mL,Solução Injetável,mL,Frasco de 100 mL,False,Vacina,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bovigen V4J5
Bovino,Bovigen® V4J5 - frasco 250 mL,Solução Injetável,mL,Frasco de 250 mL,False,Vacina,IM,False,Validação completa via API,Feito o ajuste,Bovino,Bovigen V4J5
Bovino,Bovigen® V4J5 - frasco 250 mL,Solução Injetável,mL,Frasco de 250 mL,False,Vacina,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bovigen V4J5
Bovino,Bovigold® - saco 25 kg,Pó,kg,Saco de 25 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovigold
Bovino,Bovigold® CRINA® - saco 25 kg,Pó,kg,Saco de 25 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovigold CRINA
Bovino,Bovigold® CRINA® 400 - saco 25 kg,Pó,kg,Saco de 25 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovigold CRINA 400
Bovino,Bovigold® Extra Plus - saco 25 kg,Pó,kg,Saco de 25 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovigold Extra Plus
Bovino,"Bovigold® Free - , Saco",Pó,kg,Saco,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovigold Free
Bovino,Bovigold® LAC - saco 25 kg,Pó,kg,Saco de 25 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovigold LAC
Bovino,Bovigold® LIV - saco 25 kg,Pó,kg,Saco de 25 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovigold LIV
Bovino,Bovigold® Pasto - saco 25 kg,Pó,kg,Saco de 25 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovigold Pasto
Bovino,Bovigold® Plus - saco 25 kg,Pó,kg,Saco de 25 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovigold Plus
Bovino,Bovigold® Pré-Parto OVN - saco 25 kg,Pó,kg,Saco de 25 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovigold Pré-Parto OVN
Bovino,Bovigold® Pré-Parto Plus - Saco 25 kg,Pó,kg,Saco de 25 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovigold Pré-Parto Plus
Bovino,Bovigold® Prima - saco 25 kg,Pó,kg,Saco de 25 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovigold Prima
Bovino,Bovigold® Recria - saco 25 kg,Pó,kg,Saco de 25 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovigold Recria
Bovino,Bovigold® Ultra - Saco 25 kg,Pó,kg,Saco de 25 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovigold Ultra
Bovino,Bovilis® Vista® Once SQ - frasco 100 mL,Solução Injetável,mL,Frasco de 100 mL,False,Vacina,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bovilis Vista Once SQ
Bovino,Bovinúcleo - saco 30 kg,Pó,kg,Saco de 30 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovinúcleo
Bovino,Bovisacc - Ativador Orgânico - balde 15 kg,Pó,kg,Balde de 15 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovisacc - Ativador Orgânico
Bovino,Bovisacc - Ativador Orgânico - sachê 1 kg,Pó,kg,Sachê de 1 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Bovisacc - Ativador Orgânico
Bovino,Bovitam® - frasco 250 mL,Solução Injetável,mL,Frasco de 250 mL,False,Suplemento,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bovitam
Bovino,Bovitam® - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bovitam
Bovino,BrendaSigo - frasco 60 mL,Solução Oral,mL,Frasco de 60 mL,False,Homeopático,Oral,False,Validação completa via API,Feito o ajuste,Bovino,BrendaSigo
Bovino,Brinco Diazinon - sachê,Brinco Auricular,g,Sachê contendo os brincos,False,Ectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Brinco Diazinon (Diazinon 40%)
Bovino,"Brucel-Vet - frasco com liofilizado , acompanhado com diluente específico",Pó Liofilizado para Suspensão Injetável,dose,Frasco com liofilizado acompanhado com diluente específico,False,Vacina,SC,False,Validação completa via API,Feito o ajuste,Bovino,Brucel-Vet (Vacina contra Brucelose B19)
Bovino,Brucelina B-19 - frasco 20 mL,Suspensão Injetável,mL,Frasco de 20 mL,False,Vacina,SC,False,Validação completa via API,Feito o ajuste,Bovino,Brucelina B-19 (Vacina contra Brucelose)
Bovino,Brucelina B-19 - frasco 30 mL,Suspensão Injetável,mL,Frasco de 30 mL,False,Vacina,SC,False,Validação completa via API,Feito o ajuste,Bovino,Brucelina B-19 (Vacina contra Brucelose)
Bovino,Brucelina Rebeccin - frasco 20 mL,Suspensão Injetável,mL,Frasco de 20 mL,False,Vacina,SC,False,Validação completa via API,Feito o ajuste,Bovino,Brucelina Rebeccin
Bovino,Bullmax ® - Frascos-ampola de plástico 200 mL,Solução Injetável,mL,Frasco-ampola de plástico de 200 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bullmax (Abamectina 1%)
Bovino,Bullmax ® - Frascos-ampola de plástico 50 mL,Solução Injetável,mL,Frasco-ampola de plástico de 50 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bullmax (Abamectina 1%)
Bovino,Bullmax ® - Frascos-ampola de plástico 500 mL,Solução Injetável,mL,Frasco-ampola de plástico de 500 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bullmax (Abamectina 1%)
Bovino,Bullmec Clássico - frasco-ampola 1 L,Solução Injetável,L,Frasco-ampola de 1 L,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bullmec Clássico (Ivermectina 1%)
Bovino,Bullmec Clássico - frasco-ampola 200 mL,Solução Injetável,mL,Frasco-ampola de 200 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bullmec Clássico (Ivermectina 1%)
Bovino,Bullmec Clássico - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bullmec Clássico (Ivermectina 1%)
Bovino,Bullmec Clássico - frasco-ampola 500 mL,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Bullmec Clássico (Ivermectina 1%)
Bovino,Bullmec Gold - frasco-ampola 1 L,Solução Injetável,L,Frasco-ampola de 1 L,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,"Bullmec Gold (Ivermectina 3,15%)"
Bovino,Bullmec Gold - frasco-ampola 200 mL,Solução Injetável,mL,Frasco-ampola de 200 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,"Bullmec Gold (Ivermectina 3,15%)"
Bovino,Bullmec Gold - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,"Bullmec Gold (Ivermectina 3,15%)"
Bovino,Bullmec Gold - frasco-ampola 500 mL,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,"Bullmec Gold (Ivermectina 3,15%)"
Bovino,Buscofin Composto - frasco-ampola 500 mL,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Analgésico,IM,False,Validação completa via API,Feito o ajuste,Bovino,Buscofin Composto (Butilbrometo de Escopolamina + Dipirona)
Bovino,Buscofin Composto - frasco-ampola 500 mL,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Analgésico,IV,False,Validação completa via API,Feito o ajuste,Bovino,Buscofin Composto (Butilbrometo de Escopolamina + Dipirona)
Bovino,Buserelina - Gonaxal,Solução Injetável,mL,Frasco-ampola,False,Hormônio,SC,False,Validação completa via API,Feito o ajuste,Bovino,Gonaxal (Acetato de Buserelina)
Bovino,Buserelina - Gonaxal,Solução Injetável,mL,Frasco-ampola,False,Hormônio,IM,False,Validação completa via API,Feito o ajuste,Bovino,Gonaxal (Acetato de Buserelina)
Bovino,Buserelina - Gonaxal,Solução Injetável,mL,Frasco-ampola,False,Hormônio,IV,False,Validação completa via API,Feito o ajuste,Bovino,Gonaxal (Acetato de Buserelina)
Bovino,Buserelina - Sincroforte®,Solução Injetável,mL,Frasco-ampola,False,Hormônio,IV,False,Validação completa via API,Feito o ajuste,Bovino,Sincroforte (Acetato de Buserelina)
Bovino,Buserelina - Sincroforte®,Solução Injetável,mL,Frasco-ampola,False,Hormônio,IM,False,Validação completa via API,Feito o ajuste,Bovino,Sincroforte (Acetato de Buserelina)
Bovino,Buserelina - Sincroforte®,Solução Injetável,mL,Frasco-ampola,False,Hormônio,SC,False,Validação completa via API,Feito o ajuste,Bovino,Sincroforte (Acetato de Buserelina)
Bovino,Butorfanol - Butorfin 1%®,Solução Injetável,%,Frasco-ampola,True,Analgésico,IV,False,Validação completa via API,Feito o ajuste,Bovino,Butorfin 1% (Tartarato de Butorfanol)
Bovino,Butorfanol - Butorfin 1%®,Solução Injetável,%,Frasco-ampola,True,Analgésico,IM,False,Validação completa via API,Feito o ajuste,Bovino,Butorfin 1% (Tartarato de Butorfanol)
Bovino,Butorfanol - Torbugesic,Solução Injetável,mL,Frasco-ampola,True,Analgésico,IM,False,Validação completa via API,Feito o ajuste,Bovino,Torbugesic (Tartarato de Butorfanol)
Bovino,Butorfanol - Torbugesic,Solução Injetável,mL,Frasco-ampola,True,Analgésico,IV,False,Validação completa via API,Feito o ajuste,Bovino,Torbugesic (Tartarato de Butorfanol)
Bovino,Butox® P - ampola 10 mL,Solução Tópica,mL,Ampola de 10 mL,False,Ectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Butox P (Deltametrina)
Bovino,Butox® P CE 25 - frasco 1 L,Solução Tópica,L,Frasco de 1 L,False,Ectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Butox P CE 25 (Deltametrina)
Bovino,Butox® P CE 25 - frasco 100 mL,Solução Tópica,mL,Frasco de 100 mL,False,Ectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Butox P CE 25 (Deltametrina)
Bovino,Butox® P CE 25 - frasco 20 mL,Solução Tópica,mL,Frasco de 20 mL,False,Ectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Butox P CE 25 (Deltametrina)
Bovino,Butox® P CE 25 - frasco 500 mL,Solução Tópica,mL,Frasco de 500 mL,False,Ectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Butox P CE 25 (Deltametrina)
Bovino,C-M-22 - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,SC,False,Validação completa via API,Feito o ajuste,Bovino,C-M-22 (Remineralizante)
Bovino,C-M-22 - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,C-M-22 (Remineralizante)
Bovino,C-M-22 - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,IM,False,Validação completa via API,Feito o ajuste,Bovino,C-M-22 (Remineralizante)
Bovino,Cafeína 25% - ampola 10 mL,Solução Injetável,mL,Ampola de 10 mL,False,Estimulante,SC,False,Validação completa via API,Feito o ajuste,Bovino,Cafeína 25%
Bovino,Cafeína 25% - ampola 10 mL,Solução Injetável,mL,Ampola de 10 mL,False,Estimulante,IM,False,Validação completa via API,Feito o ajuste,Bovino,Cafeína 25%
Bovino,Calbendazole® 10 - frasco 1 L,Suspensão Oral,L,Frasco de 1 L,False,Endoparasiticida,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Calbendazole 10 (Albendazol)
Bovino,Calbendazole® 10 - frasco 200 mL,Suspensão Oral,mL,Frasco de 200 mL,False,Endoparasiticida,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Calbendazole 10 (Albendazol)
Bovino,Calbendazole® 10 - frasco 5 L,Suspensão Oral,L,Frasco de 5 L,False,Endoparasiticida,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Calbendazole 10 (Albendazol)
Bovino,Calbendazole® 5 - frasco 1 L,Suspensão Oral,L,Frasco de 1 L,False,Endoparasiticida,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Calbendazole 5 (Albendazol)
Bovino,Calbendazole® 5 - frasco 100 mL,Suspensão Oral,mL,Frasco de 100 mL,False,Endoparasiticida,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Calbendazole 5 (Albendazol)
Bovino,Calbendazole® 5 - frasco 250 mL,Suspensão Oral,mL,Frasco de 250 mL,False,Endoparasiticida,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Calbendazole 5 (Albendazol)
Bovino,Calbendazole® 5 - frasco 5 L,Suspensão Oral,L,Frasco de 5 L,False,Endoparasiticida,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Calbendazole 5 (Albendazol)
Bovino,Calbiótico® - - Calbiótico®,Pó para Suspensão Injetável,g,Frasco-ampola,False,Antibacteriano,IM,False,Validação completa via API,Feito o ajuste,Bovino,Calbiótico (Benzilpenicilinas + Estreptomicina)
Bovino,Calbov® - saco 5 kg,Pó,kg,Saco de 5 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Calbov (Suplemento Mineral)
Bovino,Calcifós - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,Calcifós
Bovino,Calcifós - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,IM,False,Validação completa via API,Feito o ajuste,Bovino,Calcifós
Bovino,Calcifós - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,SC,False,Validação completa via API,Feito o ajuste,Bovino,Calcifós
Bovino,Calcifós - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,IM,False,Validação completa via API,Feito o ajuste,Bovino,Calcifós
Bovino,Calcifós - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,Calcifós
Bovino,Calcifós - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,SC,False,Validação completa via API,Feito o ajuste,Bovino,Calcifós
Bovino,Cálcio e Fósforo - saco 30 kg,Pó,kg,Saco de 30 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio e Fósforo
Bovino,Cálcio e Fósforo - saco 50 kg,Pó,kg,Saco de 50 kg,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio e Fósforo
Bovino,Cálcio Glicosado Labovet - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio Glicosado Labovet
Bovino,Cálcio Glicosado Labovet - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,SC,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio Glicosado Labovet
Bovino,Cálcio Glicosado Labovet - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,IM,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio Glicosado Labovet
Bovino,Cálcio Glicosado Labovet - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,IM,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio Glicosado Labovet
Bovino,Cálcio Glicosado Labovet - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio Glicosado Labovet
Bovino,Cálcio Glicosado Labovet - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,SC,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio Glicosado Labovet
Bovino,Cálcio reforçado Injetável - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio Reforçado Injetável
Bovino,Cálcio reforçado Injetável - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,SC,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio Reforçado Injetável
Bovino,Cálcio Reforçado Vansil - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio Reforçado Vansil
Bovino,Cálcio Reforçado Vansil - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,SC,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio Reforçado Vansil
Bovino,Cálcio Reforçado Vansil - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,IM,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio Reforçado Vansil
Bovino,Cálcio Reforçado Vansil - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,SC,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio Reforçado Vansil
Bovino,Cálcio Reforçado Vansil - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio Reforçado Vansil
Bovino,Cálcio Reforçado Vansil - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,IM,False,Validação completa via API,Feito o ajuste,Bovino,Cálcio Reforçado Vansil
Bovino,Calciofarm - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,SC,False,Validação completa via API,Feito o ajuste,Bovino,Calciofarm (Suplemento de Cálcio)
Bovino,Calciofarm - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,Calciofarm (Suplemento de Cálcio)
Bovino,Calciofarm - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,Calciofarm (Suplemento de Cálcio)
Bovino,Calciofarm - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,SC,False,Validação completa via API,Feito o ajuste,Bovino,Calciofarm (Suplemento de Cálcio)
Bovino,Calciofarm Mix Pro - frasco aplicador graduado 1 L,Solução Oral,L,Frasco aplicador de 1 L,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Calciofarm Mix Pro
Bovino,Calciofarm Mix Pro - frasco aplicador graduado 500 mL,Solução Oral,mL,Frasco aplicador de 500 mL,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Calciofarm Mix Pro
Bovino,Calcion® - frasco 250 mL,Solução Injetável,mL,Frasco de 250 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,Calcion
Bovino,Calcion® - frasco 250 mL,Solução Injetável,mL,Frasco de 250 mL,False,Suplemento,SC,False,Validação completa via API,Feito o ajuste,Bovino,Calcion
Bovino,Calcion® - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,Calcion
Bovino,Calcion® - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,SC,False,Validação completa via API,Feito o ajuste,Bovino,Calcion
Bovino,Calcioral B12 - frasco 1 L,Solução Oral,L,Frasco de 1 L,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Calcioral B12
Bovino,Calcioral B12 - frasco 100 mL,Solução Oral,mL,Frasco de 100 mL,False,Suplemento,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Calcioral B12
Bovino,Calciotrat SM - frasco 100 mL,Solução Injetável,mL,Frasco de 100 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,Calciotrat SM
Bovino,Calciotrat SM - frasco 1000 mL,Solução Injetável,mL,Frasco de 1000 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,Calciotrat SM
Bovino,Calciotrat SM - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,Calciotrat SM
Bovino,Caldextan® - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,SC,False,Validação completa via API,Feito o ajuste,Bovino,Caldextan
Bovino,Caldextan® - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,IM,False,Validação completa via API,Feito o ajuste,Bovino,Caldextan
Bovino,Caldextan® - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento,IV,False,Validação completa via API,Feito o ajuste,Bovino,Caldextan
Bovino,Caldextan® - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Suplemento,IM,False,Validação completa via API,Feito o ajuste,Bovino,Caldextan
